start	end	text
3326260	3331540	yeah everybody across the state of Kansas is required to comply failure to comply could be
3331540	3335300	twenty five thousand dollars initially up two hundred and twenty five thousand dollars and who
3335300	3341460	would pay that those fees i believe anybody that's in violation which includes the city's county's
3341460	3347300	municipalities yeah so they wouldn't only be on the hook for the construction costs if they didn't
3347300	3353300	hurry up and find magically fine construction crews to do this work they're going to be hit repeatedly
3353300	3358980	with violations that will cost more taxpayer dollars plus maybe thousand thousand dollars
3358980	3365060	a piece to individuals that report on those violations okay thank you very much i appreciate
3365060	3370420	that thank you um the only other point i have to make at this time is that at some point
3371220	3373780	democrats will be the majority party in this body
3376100	3381940	and i intend to stick around to see that out and make it happen and i would just encourage you
3382820	3388500	in all seriousness i would really encourage you to take a step back and look at how this looks
3388500	3394420	to the public you have cut them out of a fair amount of the conversation in this topic
3395140	3398020	with procedures that we all agreed to in the rules
3400020	3406500	there is no benefit to you to rush this through i would argue it benefits us on this side of the
3406580	3413140	aisle come campaign time when we can very clearly point out a blatant example of how
3413140	3417860	the GOP in this building prioritizes red meat issues rather than
3419300	3424900	bread and butter issues for our constituents right now the choice you make if you don't send
3424900	3432260	this back to committee for more work is very clearly raising property taxes on our constituents back
3432260	3440020	home clear as day if someone has an argument i would love to hear otherwise but i don't think
3440020	3445940	this is hard math people the lack of a fiscal note is on purpose my cities are not interested
3445940	3452180	in solving a problem that doesn't really exist so i'll be supporting this motion to send it back
3452180	3456740	and i would really hope that those of you in this room who really are fiscally conservative
3457380	3463620	would join me in being really careful with our taxpayer dollars because this is messy legislation
3464180	3468980	the the arbitrary rules and timelines that we have in this building are made by us
3472340	3475300	the appropriations that we make in the budget are made by us
3477220	3480260	this legislation is very costly
3480420	3489220	in our municipalities one of the only levers they have to raise and lower revenue is
3490180	3495700	free tax so really think twice before you make a decision here because i can promise you those
3495700	3502420	of us who are pretty active and defending vulnerable seats and and um going to be pretty aggressive
3502420	3508420	frankly in gaining numbers for those of you who are vulnerable on the other side i want to really
3508420	3510420	think carefully about this one thank you
3512980	3517380	does any other member wish to speak to the motion the chair recognizes representative neighbor
3525540	3526740	thank you mr chairman
3530100	3536980	you know we had a representative up here a little bit earlier that said if a woman heard
3536980	3544980	a man's voice in a stall it brought back memories i want to give you a little information
